path,category,bytes,sha256,freeze_required,verification_mode,canonical_sha256,raw_verification_enforced
config/schemas/decision_support_packet.schema.json,configuration,14216,c87fb2fdbd41fd2b784474a18065ad1e45155933e6a2403475b0ecd8545a20ed,True,raw_size_and_sha256,,True
config/schemas/evidence_assessment.schema.json,configuration,1902,ed8b34efeac7fa88bb0a769d5c7f5ad8cbdc1814c27dc9bab8d14693c5ae2a20,True,raw_size_and_sha256,,True
config/schemas/evidence_item.schema.json,configuration,2828,4ac23fe985387ec63930ad4769a5f61c29b97a19b343805a05ac84de84c1823c,True,raw_size_and_sha256,,True
config/schemas/evidence_workflow_request.schema.json,configuration,1572,34c80c2373ea6d76afc2569c9318857ac5d3f72295799516a9221c8bebf50f57,True,raw_size_and_sha256,,True
config/schemas/evidence_workflow_result.schema.json,configuration,3478,aed42047e804ceb9836130144ace35569bb5ec571d4017624c52fe69c4456e2a,True,raw_size_and_sha256,,True
config/schemas/expected_case_outcome.schema.json,configuration,4537,56811eddde3cf369b1fbb5aa4d8bc55c52a9468fe7d39d6529d98d6f7da01b89,True,raw_size_and_sha256,,True
config/schemas/failure_analysis_report.schema.json,configuration,3212,56569cb66f4f4a32202303548dff2a21e7a4f480343b24013976545fdcd1002a,True,raw_size_and_sha256,,True
config/schemas/final_evaluation_baseline.schema.json,configuration,2762,228eee58b00159d3833856b94741be2c4152d1d2b5591403345a7bf26f3de10e,True,raw_size_and_sha256,,True
config/schemas/frozen_case_manifest.schema.json,configuration,3617,b7e819191b4c4394b2feb5109baac22aad247b051ec1727dec3a937d4b815c60,True,raw_size_and_sha256,,True
config/schemas/frozen_evaluation_run_manifest.schema.json,configuration,5233,c0c50c0fe31c51f6dbda96b82448f93c00fdf503f61809e9bc5164133b7b5343,True,raw_size_and_sha256,,True
config/schemas/historical_context.schema.json,configuration,1976,f74e4139b1c75c68b5fcb518f41f4785fb167d3e4e3f5bb272637e7d93e8c8b7,True,raw_size_and_sha256,,True
config/schemas/human_disposition.schema.json,configuration,2197,f67b5e646dc47a32fa6250495cf8d6f62f6b350acbed8a4ded325b1065565805,True,raw_size_and_sha256,,True
config/schemas/human_disposition_fixture.schema.json,configuration,1759,de17cde23a66cc5615e168d14d54e2a5d109e9ab33a986ce0e77812d5a70e040,True,raw_size_and_sha256,,True
config/schemas/integrated_case_state.schema.json,configuration,5613,66f5847480971103c5b02107af8cb418c0de85c363028f359608a9eb232c17bd,True,raw_size_and_sha256,,True
config/schemas/operational_workload.schema.json,configuration,14168,4bc0f02ea577ac6c33780cc272f5c52c3321ef38c7ac2232850e3b18c17816f4,True,raw_size_and_sha256,,True
config/schemas/opportunity_record.schema.json,configuration,3748,fc354149f4ae6ae1441264c1b0496a073d3fee2d46b948180e98aecb1a3c87e4,True,raw_size_and_sha256,,True
config/schemas/orchestration_policy.schema.json,configuration,5306,0f7f01820d672556bc3dd344ea07ff7a423b121d3d30c1df62db633d247f36b7,True,raw_size_and_sha256,,True
config/schemas/organization_profile.schema.json,configuration,3203,9d052b3a6d80098186b36d6652b6b02166130ac5469441a5777698990a8b8cfd,True,raw_size_and_sha256,,True
config/schemas/portability_test_report.schema.json,configuration,1884,812b7a7e9f1d55bf155e6ea7bdab02882b121c704a60e82d3c4e6b28e3537016,True,raw_size_and_sha256,,True
config/schemas/prior_project_traceability.schema.json,configuration,4904,d624c762a444850398cc0e45229c022136afb8e538bd25c333c31f4ed4ba2142,True,raw_size_and_sha256,,True
config/schemas/recommendation.schema.json,configuration,4125,192e53796d159948b5b7f11885cccdd414ce8d0c46071e8cd7e3cfb1823f3385,True,raw_size_and_sha256,,True
config/schemas/refined_evaluation_run_manifest.schema.json,configuration,1969,a4943d186166e0c94123e0028cf3808580db300927955e14052d3ab9d235b6e7,True,raw_size_and_sha256,,True
config/schemas/reproducibility_manifest.schema.json,configuration,9706,01d47fcc3387c921db2bb3559aaead8b59d732c9d77924271dd49b56be1c778c,True,raw_size_and_sha256,,True
config/schemas/safeguard_policy.schema.json,configuration,7496,59858d436bd54d167ee467ea3d950232877ce78903649fab8d54861b9ea7cbed,True,raw_size_and_sha256,,True
config/schemas/safeguard_reason_code_registry.schema.json,configuration,1347,f833d87a4588df7fa51c3e57a4d126bbd03581f1e6b7d07affd46b5df5244a52,True,raw_size_and_sha256,,True
config/schemas/scenario_evaluation_result.schema.json,configuration,5783,6fa2b483d268c3b0e831eded77d33b679a541bd0a6ad1cdbbd78c0ca08d2c19d,True,raw_size_and_sha256,,True
config/schemas/scenario_taxonomy.schema.json,configuration,12098,9d2e300ef6fa6a599bc1c5395108bcad1c59a7a590f02d1478e47cd07a1c139b,True,raw_size_and_sha256,,True
config/schemas/service_alignment.schema.json,configuration,3545,0e1d759f67f43ad0b3a71c5e6ac799a686a5fae7ba26cfd41cd3ceb272d0e404,True,raw_size_and_sha256,,True
config/schemas/system_metrics_report.schema.json,configuration,1990,fc867deb89428b931b84d47a0cf77b393baa075c4980ab14502ebe5e3d922c91,True,raw_size_and_sha256,,True
config/system/clause_triage_policy.json,configuration,950,2f5367664aec89bcb061502215f01beb8e864ad38dbf56ea448ffc0ede4fe36c,True,raw_size_and_sha256,,True
config/system/configuration_resolution_order.json,configuration,1741,48c50057ffa999f03c3b21da3a3c4068d7c974991fecdbe0672a406a528cbb85,True,raw_size_and_sha256,,True
config/system/decision_support_packet_policy.json,configuration,958,bc369c57458587afee93e7dfe082e1b633c0a2c2c03d75b8c28d67664d1eb302,True,raw_size_and_sha256,,True
config/system/decision_support_reason_codes.json,configuration,2064,366b4aa77a62d76b816d2a0b03a89e749811b1ce5c74a71d47f1ae63f2faa70f,True,raw_size_and_sha256,,True
config/system/evidence_corpus_registry.json,configuration,826,2f5294e443a9e23a0f60dbc47dea2c45e3b4576ea8d2451d450824be538ef639,True,raw_size_and_sha256,,True
config/system/evidence_reason_codes.json,configuration,3066,2cab7b9bb13192c8e2777a8b937882f7e39c9557d49d6a0e1b5c935426909000,True,raw_size_and_sha256,,True
config/system/evidence_workflow_policy.json,configuration,1529,d3d1851a3dc73f79b997d580df537e7d6f6672c987da05aec944d7072bc3d669,True,raw_size_and_sha256,,True
config/system/failure_analysis_policy.json,configuration,1214,860321d185b875e365f42ee2a6ebcac2efafd5ee274a1101ca2676094cdcdf75,True,raw_size_and_sha256,,True
config/system/final_evaluation_freeze_policy.json,configuration,1509,b566d3208ab3f5c41d120e5b654ffb9cf409775b62756214081bc1f6213196ac,True,raw_size_and_sha256,,True
config/system/fixed_safeguards.json,configuration,1547,20643de05287eb123fc7eb92331e4531e3f78303251aac5326503feb0c4e89d6,True,raw_size_and_sha256,,True
config/system/frozen_evaluation_policy.json,configuration,1924,9d005e83f68225170287884307f178c2d863283d125a05e0de0c71a96fa8cebc,True,raw_size_and_sha256,,True
config/system/frozen_scenario_set_index.json,configuration,6401,19a8cdd5a28c4abd889b9581b23633f680e94bc5e3e20f1ed87dff701f3df3af,True,raw_size_and_sha256,,True
config/system/frozen_scenario_set_index_v1.0.1.json,configuration,6401,19a8cdd5a28c4abd889b9581b23633f680e94bc5e3e20f1ed87dff701f3df3af,True,raw_size_and_sha256,,True
config/system/historical_context_mapping_registry.json,configuration,693,fac30b5de20e797770a4c3b5dbdfb744fcf9b02eb85d4a2c5e10eea7edd4e0bc,True,raw_size_and_sha256,,True
config/system/historical_context_policy.json,configuration,888,0be7bbdca9edec2d46ab3e2500fa48fa1558ca5c6410039962ba939eab18e9a5,True,raw_size_and_sha256,,True
config/system/mandatory_review_triggers.json,configuration,2342,a9e78c7844b0904f455ecfdac979fbfbd4be619a84d77767f311952cf71a08ff,True,raw_size_and_sha256,,True
config/system/opportunity_intake_rules.json,configuration,802,7024244f5f744cbb69e90e7949c7dde1307f248d1fa1d087377dfcae5d0e0914,True,raw_size_and_sha256,,True
config/system/orchestration_policy.json,configuration,11129,a47772d55d92278b2a98a2d205817183bcaf458f16c5bb5c2e3265f2975994df,True,raw_size_and_sha256,,True
config/system/p3_04_correction_decision.json,configuration,1145,e8e11297a694960e172c98f8de574926ba1a9b7f673c92f859f76a7976df4277,True,raw_size_and_sha256,,True
config/system/p4_01_reference_organization_context.json,configuration,317,6070b5cabe93e205c95c143c40a03324be8e708bc34b1449b88ecd5069e47eca,True,raw_size_and_sha256,,True
config/system/p5_01_freeze_lock.json,configuration,1984,840ccc6320b5061bac143563a27abec00d5fad3aca67b084af4d6123caea32f4,True,raw_size_and_sha256,,True
config/system/p5_04_refinement_policy.json,configuration,1045,8707a437eaee1902187ffd685df88cd447befbb7bb74be0e69d923d103b5306a,True,raw_size_and_sha256,,True
config/system/project4_model_registry.json,configuration,1395,1bc3bec2aaa70a9d239f4de16799092b1f309e579da9d6fd66c4b41f307bf3a1,True,raw_size_and_sha256,,True
config/system/recommendation_policy.json,configuration,1290,4f2b7adb245c64afe21eda3da971cf06c9f25b881f7550968cfa51b9c800dfdc,True,raw_size_and_sha256,,True
config/system/representative_operational_workload.json,configuration,40947,46e1b769ff8fc2201a40d6a3149df944abf5c4c417824192e3eb1293fe0e5333,True,raw_size_and_sha256,,True
config/system/reproducibility_policy.json,configuration,2022,65133120364edd6ea6e1e2743cf13acaece2fe76de7170de7d2c0096683d82f1,True,raw_size_and_sha256,,True
config/system/reproducibility_reason_codes.json,configuration,1569,19071a487a812e23e00885d8800b65df8ab6d0021994bfc9744ff4014817b6bb,True,raw_size_and_sha256,,True
config/system/safeguard_policy.json,configuration,34975,6ad5f06fe17874b33e36c6c5241099a3bdce354be0518cc97277b5f7b6846cd4,True,raw_size_and_sha256,,True
config/system/safeguard_reason_codes.json,configuration,7817,339d4f9d509f61f23346a02bf3d45c192f51740e8246ce6de7d4f9428ecc6869,True,raw_size_and_sha256,,True
config/system/scenario_taxonomy_and_target_cases.json,configuration,46572,63e50db284ed1802ad497941cb7272e9567bf1f8aae1d73a944e9fbd1536f6b6,True,raw_size_and_sha256,,True
config/system/scenario_taxonomy_and_target_cases_v1.0.1.json,configuration,46572,63e50db284ed1802ad497941cb7272e9567bf1f8aae1d73a944e9fbd1536f6b6,True,raw_size_and_sha256,,True
config/system/service_alignment_policy.json,configuration,972,eee5ee3eeb720ddd16bd03bd0f60ab3b3d38109b72ecf4af91a2994a77a15b26,True,raw_size_and_sha256,,True
config/system/stage_identifier_mapping.json,configuration,2237,7eec1e68ff55aa784436f1895e425868078cc3c01e64d71c37e7415c629ae4b3,True,raw_size_and_sha256,,True
config/system/system_metric_definitions.json,configuration,4458,ef71e87e64ec1b7933c1e5b4ecd4512d01ab620f227736d21d3eb7bfd1d9cf02,True,raw_size_and_sha256,,True
config/templates/opportunity_rules.template.json,configuration,482,7f721964404c8970c4cee5977e762d16ec39bde2a99214c456f640d27e9d7e13,True,raw_size_and_sha256,,True
config/templates/organization_profile.template.json,configuration,1019,3661a175474d0edd4619b70252505e06258084c69f07ad737bccad118e523d1b,True,raw_size_and_sha256,,True
config/templates/recommendation_thresholds.template.json,configuration,1042,f35d1613101eba52bcf9ac5c01ee4381a9a238ed1615a62dd532ed2fe2f3e80f,True,raw_size_and_sha256,,True
config/templates/reviewer_roles.template.json,configuration,537,e113f51ddd271e484a43bd85557c944cc6c73b49fb2cd0a14c4b1d191d97bca3,True,raw_size_and_sha256,,True
config/templates/service_catalog.template.csv,configuration,801,0d99f9826d9bdfab63d13ec349edab6b75bdd0baa7277a8714e6ca3ae1f91bf0,True,raw_size_and_sha256,,True
config/templates/staffing_map.template.csv,configuration,264,98d69c1928c71eaae50be11c387081a8ac91a01feb471f9de7f82599b4300f17,True,raw_size_and_sha256,,True
data/README.md,data,160,015fc4e02b1adf4213a843113129819ac7114dc51bb2b578ac692e1bfe035ca4,True,raw_size_and_sha256,,True
data/frozen_scenarios/README.md,data,134,af242e133d69a0902a3bd9f03721366d375d390238140f735ebd79610417386c,True,raw_size_and_sha256,,True
data/implementation/p4_01/raw_opportunity.json,data,802,e152ac2dad41a7e34e41cf27742fb7c0e05aafd46e5d68d9a42f0ef00c00b7c2,True,raw_size_and_sha256,,True
data/implementation/p4_01/source_approval.json,data,545,e7548e9231d5efa245e389de4ea01a6c4f14ab45f417cb510c8965663d12c3cf,True,raw_size_and_sha256,,True
data/implementation/p4_03/representative_passages.json,data,7717,b919aa0d75925d1496b2d67af23b90c49cf26319f651cf0d5fb259f8fa3babde,True,raw_size_and_sha256,,True
data/implementation/p4_04/representative_evidence_requests.json,data,1185,15ec848b24d314fc479343d2f02f48d31a1b1e672440753781e48a8b363ea9b0,True,raw_size_and_sha256,,True
data/implementation/p5_04/portability_opportunities.json,data,5428,23ee0f4079ecbe88ca9ce0d2af1075dfc38e22bbca841dbe3fe88e1401f44cd6,True,raw_size_and_sha256,,True
data/processed/README.md,data,116,c5ae9f00f0afe88ff73262cdefb067ce6611f121c38b0d4f65424ce94b326dda,True,raw_size_and_sha256,,True
data/raw/README.md,data,114,24c9544c8bad13294834647515b88c1c615a7ad66aecfbd5ff2950b55a686ccb,True,raw_size_and_sha256,,True
data/reference/far/p4_04/52_203-3_snapshot.txt,data,751,94eee857812355c8d6a47718196288956021e51302f250d0c3e9545865f5b5b8,True,raw_size_and_sha256,,True
data/reference/far/p4_04/52_215-2_snapshot.txt,data,876,7cdf56138e3c5eea825026068f5ec190ad4cb0ff67ddff6297f86737651704e0,True,raw_size_and_sha256,,True
data/reference/far/p4_04/52_232-23_snapshot.txt,data,809,25ec3ad3e0697248db1ff86fa5627b8359668a7cffd7277dc4da53dd4e1bfcce,True,raw_size_and_sha256,,True
data/reference/far/p4_04/representative_far_evidence_corpus.json,data,7753,8b2994a12060b320a8b3da77dba20c9bced12438fad71e2db8d1ebe06167f7ea,True,raw_size_and_sha256,,True
data/reference/project2/analysis_summary.json,data,1030,95a3d060abca97638a3aa6da6cc1899bc6ccfa23e62a8c204bdf037d60d226c4,True,raw_size_and_sha256,,True
data/reference/project2/historical_service_context.csv,data,1971,94a98461ff71fcfa889e7b0a48f6f7c9a775411eeac9cee902f468e1145534af,True,raw_size_and_sha256,,True
data/reference/project2/project2_asset_registry.json,data,1561,48156f098a24591f4e4097c40d0880e7956eef5b8b39190e216a599fe8f4ece9,True,raw_size_and_sha256,,True
data/scenarios/frozen/v1.0.0/TC-01/case_definition.json,data,941,0960611646427a1609599199588a1e1a5d85b80c06f7c72a61075dc0a99abe17,True,raw_size_and_sha256,,True
data/scenarios/frozen/v1.0.0/TC-01/expected/expected_outcome.json,data,4200,9484c1008b6e0454dbcf61da91cb4b8c5342621b8fbed55fa9cd6e224f49a2b0,True,raw_size_and_sha256,,True
data/scenarios/frozen/v1.0.0/TC-01/inputs/evidence_fixture.json,data,979,b81cce7f61bd7d21cd990c38041937e5091f9ab5f0ab514456ba894994c2f643,True,raw_size_and_sha256,,True
data/scenarios/frozen/v1.0.0/TC-01/inputs/fault_injection.json,data,108,2a1c3da499370bda19f93036c84b79bbaae272d789ea062d7b8a346f73702abe,True,raw_size_and_sha256,,True
data/scenarios/frozen/v1.0.0/TC-01/inputs/human_disposition.json,data,339,be62d6379a64fbb56f6a84b855c211d8f8cf737d2b69750882d34a00146244b3,True,raw_size_and_sha256,,True
data/scenarios/frozen/v1.0.0/TC-01/inputs/model_fixture.json,data,402,ab06da35657f01d8fe42cea6eebd0b775d96c39c2c1a1eba8573ac47b41ca7d5,True,raw_size_and_sha256,,True
data/scenarios/frozen/v1.0.0/TC-01/inputs/opportunity.json,data,993,6879f539c3ce76887754ce90cd98fe157c41c7ae5c8fc003bbd8e8f2e1bedd5c,True,raw_size_and_sha256,,True
data/scenarios/frozen/v1.0.0/TC-01/inputs/organization_profile_reference.json,data,191,fa91ed725e92733f484adf1c4b4ac16bcb601c0e3fc6ce256a3083f412c2f846,True,raw_size_and_sha256,,True
data/scenarios/frozen/v1.0.0/TC-01/inputs/source_document.txt,data,529,65e844f97d71b5e12f466ee697a822bf637e8700d6d7b941236965eab7378dda,True,raw_size_and_sha256,,True
data/scenarios/frozen/v1.0.0/TC-01/inputs/source_document_metadata.json,data,235,6934abac49423eb20c5558fbbe3120262be191ca8430eeb98e0754b1ec31b794,True,raw_size_and_sha256,,True
data/scenarios/frozen/v1.0.0/TC-01/manifest.json,data,2861,cca4386fe3a0d61038110acaeb74b99216fee0da8a187fba839ac3a355b9d823,True,raw_size_and_sha256,,True
data/scenarios/frozen/v1.0.0/TC-02/case_definition.json,data,972,1d39519a868d9fd71ec6f2da0b94890fbcfacea62f7595579d6f09d03aa16dc0,True,raw_size_and_sha256,,True
data/scenarios/frozen/v1.0.0/TC-02/expected/expected_outcome.json,data,3845,ae42cd245d4db8029b804e7bf227c04c0e41dbf0249070b93a429471c9b054f9,True,raw_size_and_sha256,,True
data/scenarios/frozen/v1.0.0/TC-02/inputs/evidence_fixture.json,data,979,a5628833c4af9dde0ad0ef18a6475a1b29edcc7cfeaa0e0ebfea062699b9f5ac,True,raw_size_and_sha256,,True
data/scenarios/frozen/v1.0.0/TC-02/inputs/fault_injection.json,data,108,f4c27853427a95d2d7b0b0cba71848422427a067545c141c89ae288b7a4398ab,True,raw_size_and_sha256,,True
data/scenarios/frozen/v1.0.0/TC-02/inputs/human_disposition.json,data,500,f07867a7eedbec0a546d4bbd9107b00a92c9572f436ee454e77e77b0b9949a76,True,raw_size_and_sha256,,True
data/scenarios/frozen/v1.0.0/TC-02/inputs/model_fixture.json,data,402,77c28c04dcf983a3a34b77b062c92d3af5c2c763580d2730d35c19eeb21b600e,True,raw_size_and_sha256,,True
data/scenarios/frozen/v1.0.0/TC-02/inputs/opportunity.json,data,993,2ab60bd2db02f295256e1f4ad472a976e587b06bf41f12be30edf7d92e59189f,True,raw_size_and_sha256,,True
data/scenarios/frozen/v1.0.0/TC-02/inputs/organization_profile_reference.json,data,191,fa91ed725e92733f484adf1c4b4ac16bcb601c0e3fc6ce256a3083f412c2f846,True,raw_size_and_sha256,,True
data/scenarios/frozen/v1.0.0/TC-02/inputs/source_document.txt,data,529,65e844f97d71b5e12f466ee697a822bf637e8700d6d7b941236965eab7378dda,True,raw_size_and_sha256,,True
data/scenarios/frozen/v1.0.0/TC-02/inputs/source_document_metadata.json,data,235,9aef0af4376d8160df825e0b0486ce8c76900ada1bab54b77b7851d33bac15df,True,raw_size_and_sha256,,True
data/scenarios/frozen/v1.0.0/TC-02/manifest.json,data,2870,bfce21c707a54d3f136660288c66a4663c53f1c464953951f199712b87c12e60,True,raw_size_and_sha256,,True
